,AAPL,BTC-USD,CL=F,ETH-USD,GC=F,JPM,MSFT,QQQ,TSLA,^GSPC
2010-01-04 00:00:00+00:00,6.45450496673584,,81.51000213623047,,1117.699951171875,29.156557083129883,23.347322463989258,40.611568450927734,,1132.989990234375
2010-01-05 00:00:00+00:00,6.465664386749268,,81.7699966430664,,1118.0999755859375,29.721324920654297,23.354854583740234,40.611568450927734,,1136.52001953125
2010-01-06 00:00:00+00:00,6.362819194793701,,83.18000030517578,,1135.9000244140625,29.884628295898438,23.211532592773438,40.36659240722656,,1137.1400146484375
2010-01-07 00:00:00+00:00,6.351056098937988,,82.66000366210938,,1133.0999755859375,30.476598739624023,22.970136642456055,40.392852783203125,,1141.68994140625
2010-01-08 00:00:00+00:00,6.393279552459717,,82.75,,1138.199951171875,30.401750564575195,23.128551483154297,40.72530746459961,,1144.97998046875
2010-01-09 00:00:00+00:00,,,,,,,,,,
2010-01-10 00:00:00+00:00,,,,,,,,,,
2010-01-11 00:00:00+00:00,6.3368821144104,,82.5199966430664,,1150.699951171875,30.299694061279297,22.834360122680664,40.5590705871582,,1146.97998046875
2010-01-12 00:00:00+00:00,6.26479959487915,,80.79000091552734,,1128.9000244140625,29.592041015625,22.683486938476562,40.05165481567383,,1136.219970703125
2010-01-13 00:00:00+00:00,6.353167533874512,,79.6500015258789,,1136.4000244140625,30.109176635742188,22.894710540771484,40.550331115722656,,1145.6800537109375
2010-01-14 00:00:00+00:00,6.316372871398926,,79.38999938964844,,1142.5999755859375,30.40855598449707,23.354854583740234,40.58531188964844,,1148.4599609375
2010-01-15 00:00:00+00:00,6.210814476013184,,78.0,,1130.0999755859375,29.721324920654297,23.279428482055664,40.11289978027344,,1136.030029296875
2010-01-16 00:00:00+00:00,,,,,,,,,,
2010-01-17 00:00:00+00:00,,,,,,,,,,
2010-01-18 00:00:00+00:00,,,,,,,,,,
2010-01-19 00:00:00+00:00,6.485568523406982,,79.0199966430664,,1139.699951171875,29.449148178100586,23.46047019958496,40.760311126708984,,1150.22998046875
2010-01-20 00:00:00+00:00,6.385742664337158,,77.62000274658203,,1112.300048828125,29.530799865722656,23.075746536254883,40.17414474487305,,1138.0400390625
2010-01-21 00:00:00+00:00,6.275354862213135,,76.08000183105469,,1102.699951171875,27.58475112915039,22.638225555419922,39.79795455932617,,1116.47998046875
2010-01-22 00:00:00+00:00,5.964107036590576,,74.54000091552734,,1089.199951171875,26.645763397216797,21.84615707397461,38.634376525878906,,1091.760009765625
2010-01-23 00:00:00+00:00,,,,,,,,,,
2010-01-24 00:00:00+00:00,,,,,,,,,,
2010-01-25 00:00:00+00:00,6.124557971954346,,75.26000213623047,,1095.199951171875,26.679779052734375,22.11771583557129,38.76557159423828,,1096.780029296875
2010-01-26 00:00:00+00:00,6.211114406585693,,74.70999908447266,,1097.9000244140625,26.155839920043945,22.253498077392578,38.80057907104492,,1092.1700439453125
